id,time,read,write
v4,2021-01-18 08:00:00,0.0,0.0
v4,2021-01-18 09:00:00,0.0,0.0
v4,2021-01-18 10:00:00,0.0,0.0
v4,2021-01-18 11:00:00,0.0,0.0
v4,2021-01-18 12:00:00,0.0,0.0
v4,2021-01-18 13:00:00,0.0,0.0
v4,2021-01-18 14:00:00,0.0,0.0
v4,2021-01-18 15:00:00,0.0,0.0
v4,2021-01-18 16:00:00,0.0,0.0
v4,2021-01-18 17:00:00,0.0,0.0
v4,2021-01-18 18:00:00,0.0,0.0
v4,2021-01-18 19:00:00,0.0,0.0
v4,2021-01-18 20:00:00,0.0,0.0
v4,2021-01-18 21:00:00,0.0,0.0
v4,2021-01-18 22:00:00,0.0,0.0
v4,2021-01-18 23:00:00,0.0,0.0
v4,2021-01-19 00:00:00,0.0,0.0
v4,2021-01-19 01:00:00,0.0,0.0
v4,2021-01-19 02:00:00,0.0,0.0
v4,2021-01-19 03:00:00,0.0,0.0
v4,2021-01-19 04:00:00,0.0,0.0
v4,2021-01-19 05:00:00,0.0,0.0
